,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
3230,04017,05,12,14,15,25,31,09
3231,04016,04,07,08,28,30,32,05
3232,04015,01,03,05,18,22,23,13
3233,04014,03,07,11,17,20,26,12
3234,04013,12,14,21,29,30,32,13
3235,04012,01,07,27,30,31,33,08
3236,04011,01,04,13,23,28,30,03
3237,04010,06,07,08,13,14,19,15
3238,04009,01,09,10,16,22,24,11
3239,04008,01,07,10,22,32,33,13
3240,04007,04,12,17,20,25,28,09
3241,04006,04,12,18,20,23,32,06
3242,04005,09,11,13,16,17,18,07
3243,04004,10,19,22,23,25,29,09
3244,04003,03,05,06,17,26,33,08
3245,04002,10,12,18,22,30,31,11
3246,04001,01,02,03,07,10,25,07
3247,03089,18,19,21,26,27,33,16
3248,03088,03,10,21,22,24,33,12
3249,03087,02,03,04,05,24,28,13
3250,03086,05,12,16,18,26,30,13
3251,03085,01,04,11,12,19,27,14
3252,03084,02,06,07,10,17,33,03
3253,03083,01,03,14,18,26,28,01
3254,03082,07,17,18,19,30,31,14
3255,03081,01,02,14,26,29,30,07
3256,03080,09,20,24,25,28,30,10
3257,03079,12,15,22,23,26,31,04
3258,03078,07,12,23,26,29,30,11
3259,03077,04,12,16,22,24,25,06
3260,03076,01,13,16,18,20,29,02
3261,03075,16,17,19,22,31,33,11
3262,03074,02,12,19,22,27,32,01
3263,03073,02,12,14,21,23,30,13
3264,03072,03,06,08,11,19,27,11
3265,03071,09,11,12,14,15,33,11
3266,03070,01,02,04,17,18,19,08
3267,03069,07,11,16,19,26,28,11
3268,03068,09,19,25,27,32,33,11
3269,03067,05,11,12,13,27,31,10
3270,03066,03,07,08,20,24,32,14
3271,03065,06,15,16,17,30,33,11
3272,03064,04,06,08,12,15,30,01
3273,03063,05,08,09,14,21,33,11
3274,03062,01,06,12,19,20,32,14
3275,03061,03,05,20,21,28,32,02
3276,03060,02,04,06,17,21,28,11
3277,03059,02,03,05,06,18,30,04
3278,03058,09,11,16,28,32,33,02
3279,03057,18,19,24,25,30,31,16
3280,03056,08,17,21,26,28,29,07
3281,03055,06,13,16,21,28,31,16
3282,03054,02,05,09,21,31,33,12
3283,03053,15,19,20,21,28,29,13
3284,03052,01,12,13,23,30,31,11
3285,03051,04,13,15,17,24,27,01
3286,03050,02,08,17,23,24,26,13
3287,03049,03,06,07,13,24,25,15
3288,03048,10,12,20,28,30,31,09
3289,03047,03,17,26,28,32,33,16
3290,03046,07,08,10,11,17,26,11
3291,03045,03,07,14,15,17,32,03
3292,03044,02,05,09,16,32,33,15
3293,03043,02,08,10,19,20,32,13
3294,03042,03,05,07,10,15,20,07
3295,03041,02,03,17,18,24,25,11
3296,03040,04,05,06,12,14,23,16
3297,03039,03,05,23,24,27,32,03
3298,03038,05,07,08,24,25,27,16
3299,03037,09,14,17,18,26,32,07
3300,03036,07,21,24,25,27,28,15
3301,03035,03,04,05,08,10,11,08
3302,03034,08,13,14,16,23,25,14
3303,03033,01,07,14,20,27,30,10
3304,03032,04,11,25,27,29,30,13
3305,03031,11,17,20,22,28,32,01
3306,03030,02,06,13,14,23,27,07
3307,03029,02,07,15,26,29,32,10
3308,03028,06,13,16,20,28,32,07
3309,03027,01,11,14,17,27,28,15
3310,03026,08,13,15,26,29,31,16
3311,03025,01,05,11,13,14,27,12
3312,03024,02,07,15,17,22,30,14
3313,03023,01,10,20,22,26,31,02
3314,03022,02,07,11,12,14,32,08
3315,03021,14,15,18,25,26,30,01
3316,03020,07,10,25,26,27,32,04
3317,03019,04,08,12,13,16,33,09
3318,03018,05,16,19,20,25,28,13
3319,03017,05,08,18,23,25,31,06
3320,03016,11,17,28,30,31,33,06
3321,03015,04,11,19,25,26,32,13
3322,03014,03,05,07,08,21,31,02
3323,03013,08,13,17,21,23,32,12
3324,03012,02,12,16,17,27,30,12
3325,03011,04,05,11,12,30,32,15
3326,03010,01,02,08,13,17,24,13
3327,03009,05,09,18,20,22,30,09
3328,03008,05,08,09,14,17,23,08
3329,03007,01,09,19,21,23,26,07
3330,03006,01,03,10,21,26,27,06
3331,03005,04,06,15,17,30,31,16
3332,03004,04,06,07,10,13,25,03
3333,03003,01,07,10,23,28,32,16
3334,03002,04,09,19,20,21,26,12
3335,03001,10,11,12,13,26,28,11
